16:15,101860.35,19.39,35.09,101882.36,18.11,39.20,-690006.31,0.17
16:15,101862.64,19.42,35.03,101886.86,18.16,39.23,-689973.87,0.10
16:15,101862.57,19.40,34.95,101886.85,18.18,39.23,-689969.00,0.10
15:23,101865.41,19.31,35.20,101885.44,18.17,38.95,-689928.50,0.19
15:23,101866.78,19.32,35.14,101884.60,18.18,38.95,-689926.62,0.10
15:23,101865.67,19.31,35.18,101883.14,18.18,38.87,-689978.37,0.12
15:23,101864.10,19.32,35.05,101882.63,18.20,38.91,-689882.37,0.10
15:23,101861.64,19.31,35.06,101887.10,18.20,38.87,-689913.31,0.12
15:23,101862.32,19.13,35.32,101883.75,17.88,38.61,-689875.18,2.25
15:23,101863.50,19.16,35.03,101883.67,17.96,38.57,-689953.37,0.14
15:23,101864.19,19.16,34.93,101886.30,17.98,38.51,-689948.31,0.12
15:23,101860.72,19.15,34.91,101882.89,18.00,38.48,-692702.81,0.12
15:23,101863.39,19.12,34.95,101884.78,18.02,38.55,-694580.37,0.13
15:23,101865.73,19.09,34.94,101884.40,18.02,38.49,-694608.68,2.49
15:23,101859.92,19.25,37.03,101883.55,18.02,38.46,-694545.50,1.08
15:23,101863.40,19.18,40.22,101882.44,18.00,38.84,-694478.18,1.06
15:23,101866.93,18.98,41.73,101884.58,18.01,39.34,-694458.12,1.11
15:23,101862.71,18.63,43.29,101883.83,18.01,39.67,-694516.50,1.08
15:23,101855.94,18.18,44.97,101882.78,18.00,39.91,-694519.81,1.08
15:23,101853.50,17.75,46.61,101886.50,17.97,40.18,-694512.12,1.10
15:23,101864.63,17.27,48.42,101884.52,17.96,40.17,-694462.18,1.06
15:23,101864.41,16.84,50.13,101883.95,17.94,40.22,-694455.00,1.10
15:23,101867.69,16.47,51.77,101881.56,17.91,40.63,-694428.31,1.09
15:23,101858.65,16.16,53.38,101883.25,17.88,40.83,-694464.31,1.10
15:23,101870.05,15.87,54.99,101883.82,17.85,41.07,-694419.18,1.14
15:23,101861.89,15.63,56.47,101884.68,17.82,41.20,-694423.31,1.07
15:23,101859.57,15.44,57.77,101881.49,17.77,41.27,-694353.62,1.08
15:23,101868.99,15.27,59.03,101881.61,17.74,41.23,-694344.50,1.10
15:23,101864.00,15.13,60.12,101880.38,17.72,41.64,-694298.87,1.07
15:24,101865.22,14.69,64.31,101882.22,17.63,42.42,-694209.12,1.10
15:25,101863.57,14.37,69.60,101880.78,17.30,43.11,-694383.18,1.11
15:26,101858.49,14.11,70.83,101878.13,17.06,44.77,-694335.00,0.50
15:27,101849.32,24.63,22.77,101883.35,18.34,38.32,-695694.31,4.29
15:28,101847.55,25.63,19.87,101875.32,19.43,34.77,-695319.37,4.53
15:29,101846.28,25.78,19.42,101876.48,19.59,34.14,-694727.18,5.04
15:30,101845.04,25.86,19.19,101874.77,19.64,34.08,-694946.37,4.49
15:31,101855.26,26.04,19.29,101879.83,19.50,36.25,-694899.62,4.98
15:32,101849.80,26.22,19.03,101878.95,19.25,36.39,-695070.68,4.25
15:33,101849.13,26.32,18.64,101875.83,19.68,34.74,-695114.81,5.01
15:34,101853.58,26.38,18.44,101874.25,19.78,33.98,-695044.50,3.80
15:35,101845.35,26.42,18.30,101877.55,19.81,33.68,-695246.50,5.09
15:36,101849.66,26.45,18.32,101880.91,19.99,33.28,-694676.81,4.63
15:37,101850.98,26.47,18.24,101876.55,19.49,35.03,-694571.12,4.61
15:38,101853.32,26.37,18.04,101880.14,19.32,34.37,-694543.31,5.01
15:39,101844.00,26.17,18.07,101882.50,18.93,34.88,-694738.18,4.22
15:40,101851.88,26.09,18.22,101881.58,18.94,35.13,-694394.12,3.79
15:41,101838.86,26.02,18.11,101878.50,18.74,35.65,-694859.62,4.87
15:42,101838.67,25.89,18.38,101880.45,18.39,36.62,-695180.68,4.16
15:43,101844.69,25.93,18.44,101879.22,18.71,36.48,-694942.81,4.21
15:44,101838.75,26.13,18.60,101875.19,19.51,35.13,-695058.37,3.78
15:45,101840.04,26.35,18.57,101876.42,19.12,37.58,-695037.87,4.09
15:46,101848.60,26.40,18.49,101885.12,18.93,38.07,-695190.18,4.02
15:47,101847.06,26.55,18.65,101877.67,19.46,37.64,-695171.62,4.94
15:48,101851.13,26.68,18.59,101872.99,19.36,37.93,-695245.37,3.99
15:49,101846.60,26.80,18.62,101877.08,19.55,37.62,-695130.37,4.98
15:50,101847.39,26.86,18.46,101877.00,19.88,36.48,-695170.87,5.05
15:51,101849.27,26.86,18.36,101875.28,19.80,36.06,-695387.87,4.32
15:52,101851.55,26.92,18.33,101872.85,20.09,34.87,-695668.50,5.16
15:53,101846.44,26.94,18.17,101871.72,19.65,36.39,-696351.87,4.75
15:54,101846.52,27.00,18.12,101875.52,19.78,35.90,-696035.37,5.09
15:55,101832.64,26.91,18.03,101866.97,19.38,36.38,-695631.31,4.97
15:56,101838.16,26.86,18.26,101870.17,19.76,35.90,-696097.87,4.05
15:57,101836.25,26.99,18.26,101871.21,19.92,36.03,-696025.18,4.69
15:58,101847.31,27.06,18.17,101869.50,19.94,35.28,-695925.00,5.07
15:59,101839.86,27.01,18.13,101874.64,19.98,35.12,-696316.50,4.37
16:0,101846.72,27.00,18.19,101872.38,19.76,36.03,-696632.68,4.92
16:1,101849.70,27.01,17.55,101874.62,19.49,34.52,-696615.00,3.78
16:2,101850.49,26.65,17.41,101873.02,19.31,33.55,-696997.37,3.91
16:3,101854.26,26.50,17.60,101869.64,19.63,33.00,-697037.68,4.52
16:4,101845.96,26.42,17.60,101871.79,19.65,32.99,-697327.00,4.02
16:5,101837.33,26.40,17.81,101871.32,19.85,32.72,-697574.12,3.70
16:6,101831.90,26.39,17.80,101867.85,19.78,32.44,-697724.50,5.02
16:7,101841.39,26.34,17.58,101870.83,19.52,32.67,-698403.18,4.86
16:8,101851.60,26.24,17.71,101870.88,19.53,32.80,-698539.31,4.40
16:9,101844.05,26.33,18.09,101869.61,19.81,33.61,-698781.50,4.88
16:10,101841.96,26.49,17.95,101867.69,19.53,34.78,-698775.87,4.65
16:11,101839.79,26.40,17.83,101867.83,19.19,35.08,-699235.62,4.08
16:12,101843.53,26.31,17.88,101869.39,18.35,36.34,-699521.18,3.97
16:13,101844.45,26.35,18.44,101869.69,19.51,36.21,-699594.37,4.35
16:14,101839.99,26.62,18.27,101866.67,19.53,35.81,-699396.50,4.76
16:15,101835.02,26.71,18.12,101861.49,19.76,34.90,-699701.12,4.54
16:16,101843.05,26.76,18.14,101864.25,19.87,34.77,-700244.81,5.03
16:17,101839.72,26.84,18.24,101862.96,20.03,34.84,-700455.68,3.85
16:18,101838.64,26.95,18.05,101864.17,19.74,36.17,-700708.62,3.91
16:19,101834.21,26.97,18.05,101865.28,19.70,36.68,-700899.87,4.20
16:20,101833.37,26.99,18.27,101862.71,19.61,37.45,-701163.31,3.79
16:21,101842.24,27.11,18.22,101861.30,19.88,36.36,-701321.81,4.58
16:22,101839.25,27.14,18.18,101866.35,18.86,40.40,-700971.18,4.84
16:23,101844.72,26.98,18.24,101871.23,18.26,40.98,-701871.87,4.87
16:24,101833.82,27.05,18.40,101870.37,18.84,41.00,-702282.50,4.98
16:25,101836.99,27.11,18.28,101865.05,19.52,38.10,-702660.37,4.42
16:26,101836.35,27.28,18.47,101866.24,19.82,39.10,-703154.68,5.15
16:27,101837.77,27.44,18.21,101863.30,19.82,37.90,-703199.68,4.54
16:28,101834.67,27.35,18.09,101860.33,19.60,38.08,-703759.62,4.63
16:29,101831.93,27.29,18.15,101862.41,19.43,38.68,-703732.31,5.12
16:30,101844.00,27.24,18.09,101860.50,19.31,39.24,-703952.18,4.49
16:31,101830.33,27.23,18.19,101865.07,19.52,38.44,-704645.31,4.07
16:32,101830.85,27.35,18.19,101862.25,19.66,38.24,-704443.81,4.11
16:33,101842.47,27.25,18.17,101858.42,19.62,38.02,-704751.37,4.41
